Batch,Bloom,Viscosidad,Claridad,AverageProduction,Yield,D03_amn_carnaza,D03_vap_press,D03_carnaza,D03_cuero,D03_orillo,D03_patica,D03_vaqueta,D04_ph_initial_liq,D04_clarity_initial_liq,D04_total_residue,D04_extract_duration,D05_peroxido_hid,D05_dioxido_azufre,D05_NTU_L1,D05_NTU_L3,D05_NTU_FP1,D05_NTU_FP2,D05_NTU_FP4,D06_phT,D06_phUF2,D09_T_condensing,D09_T_leg,D09_T_liquor,D09_Conc_liquor,D09_Tri_FrecA,D09_Tri_FrecB,D09_Tri_FrecD,D10_T_esteril,D10_T_out_gelatin,D10_T_out_water,D10_P_vaccum,D11_Ts_ref,D11_Td_ref,D12_P_Exch_Water,D12_Kath_Lvl,D12_P_atom_cond,D12_P_atom_regn,D12_P_filt,D12_P_cond,D12_P_regen,D12_TA,D12_TB,D12_TD,D14_vpA,D14_vpB,D14_vpD,D14_T2A,D14_T2B,D14_T2D,D14_T3A,D14_T3B,D14_3D,D14_T4A,D14_T4B,D14_T4D,D14_T5A,D14_T5B,D14_T5D,D14_T6A,D14_T6B,D14_T6D,D14_T7A,D14_T7B,D14_T7D
18-273,204.4,33.4,54.9,487.66,15.78,43.90909090909091,55.90909090909091,1.0,0.0,0.0,1.0,0.0,2.9,45.0,16.5,7.5,60.46153846153846,13.153846153846152,205.0,104.4,51.4,57.75,52.0,7.542307692307693,6.484615384615383,43.43,58.43,43.0,27.11,15.79,18.5,23.43,142.0,45.19615384615384,40.0,20.0,20.448378572080287,89.49671654593159,3.7142857142857144,12.342857142857142,4.1000000000000005,0.22857142857142856,0.39999999999999997,1.8714285714285717,0.42857142857142855,39.48571428571428,38.199999999999996,50.857142857142854,40.0,34.57142857142857,37.857142857142854,45.0,44.142857142857146,40.0,50.142857142857146,50.0,44.57142857142857,55.0,55.714285714285715,50.0,59.142857142857146,59.0,55.142857142857146,62.857142857142854,63.57142857142857,60.0,67.42857142857143,68.57142857142857,64.57142857142857
18-274,224.4,30.9,43.0,501.78,15.74,40.95454545454545,54.09090909090909,1.0,1.0,1.0,1.0,0.0,2.97,96.0,26.0,1.5,50.09090909090909,28.818181818181817,178.0,126.5,43.66666666666666,52.0,51.66666666666666,7.728888888888889,6.362222222222222,36.33,61.67,43.0,26.13,19.0,19.0,24.0,142.0,45.59615384615386,40.615384615384606,20.0,20.454625772072067,89.74835823788227,3.5,12.024999999999999,4.075,0.2,0.39749999999999996,1.875,0.4,38.75,38.0,50.675,40.0,36.8,37.6,45.0,45.0,39.8,50.0,50.4,44.6,55.0,55.2,50.0,60.0,58.4,55.0,62.6,62.0,59.2,68.0,70.8,64.6
18-275,219.5,33.4,37.9,436.77,15.7,40.24,54.8,1.0,0.0,1.0,1.0,0.0,2.94,90.0,63.0,8.25,72.26315789473685,26.47368421052632,156.875,110.83333333333331,62.28571428571429,68.33333333333333,54.16666666666666,8.638571428571428,6.484285714285714,59.67,60.33,43.0,26.7,19.0,12.33,24.0,142.0,45.18148148148148,37.5925925925926,20.0,22.0,92.0,4.571428571428571,12.028571428571428,4.1000000000000005,0.19999999999999998,0.39999999999999997,1.885714285714286,0.4428571428571429,39.44285714285714,38.82857142857143,50.85714285714287,40.0,37.2,39.6,45.0,44.8,39.8,50.2,50.4,45.2,55.0,55.4,49.8,60.2,59.4,55.0,62.6,62.8,60.4,68.0,70.4,65.2
18-276,253.9,36.7,56.9,532.85,15.6,41.0,55.0,1.0,0.0,0.0,1.0,0.0,3.23,15.0,23.0,0.25,106.9,15.333333333333336,122.5,137.75,58.75,69.33333333333333,49.0,6.892,6.3999999999999995,60.5,60.5,41.17,26.9,18.83,18.83,22.0,142.0,45.89565217391305,38.56521739130435,20.0,21.9471251140273,89.74835823396597,4.666666666666667,12.433333333333335,4.066666666666666,0.19999999999999998,0.39999999999999997,1.8833333333333335,0.43333333333333335,39.15,38.63333333333333,50.56666666666666,40.0,36.8,39.6,45.2,44.6,39.4,49.8,49.6,44.8,54.8,54.8,49.4,60.2,58.2,54.6,61.0,62.2,59.6,68.8,71.2,65.4
18-277,246.9,35.9,39.3,478.04,15.47,36.16,54.8,1.0,0.0,1.0,1.0,0.0,2.84,22.0,27.5,2.0,55.88888888888889,9.0,107.8,87.75,45.5,54.0,53.0,7.7725,6.4087499999999995,60.67,60.67,41.67,25.4,12.0,12.0,14.0,142.0,45.495238095238115,40.857142857142854,20.0,20.94127529617936,90.24835822171237,5.0,12.275,4.1,0.2,0.4,1.875,0.475,38.475,38.15,49.55,40.0,39.0,40.0,44.75,45.0,39.5,50.0,50.0,45.25,55.0,55.75,49.5,60.5,61.5,54.5,63.75,64.0,59.5,68.25,70.5,66.0
18-278,245.2,39.2,63.9,484.36,15.28,41.916666666666664,55.0,1.0,0.0,1.0,1.0,0.0,3.03,45.0,34.5,3.333333333333333,85.2,5.25,229.0,99.0,46.4,147.5,61.0,7.699090909090909,6.421818181818182,44.5,65.75,41.0,26.48,16.38,18.0,23.0,142.0,45.85238095238096,39.42857142857143,20.047619047619047,19.873190669151995,92.0,5.2,11.96,4.164,0.2,0.396,1.8800000000000001,0.52,39.62,38.959999999999994,51.02,40.0,35.8,38.0,45.0,44.2,39.6,49.6,49.8,44.4,55.0,54.6,49.6,59.2,59.0,55.4,62.6,63.0,60.2,67.8,69.4,64.8
18-279,226.9,35.3,44.9,488.27,15.18,44.166666666666664,55.0,1.0,1.0,0.0,1.0,0.0,3.25,52.0,17.0,4.5,71.0,10.833333333333336,119.0,88.33333333333331,44.2,51.5,40.57142857142857,7.4372727272727275,6.524545454545454,38.67,61.33,42.17,27.2,15.33,15.67,23.33,142.0,45.57083333333333,40.0,20.0,19.96728681042663,89.74835821891158,4.4,12.52,4.08,0.2,0.4,1.8399999999999999,0.5,38.4,37.82000000000001,50.28,39.333333333333336,38.666666666666664,37.0,44.666666666666664,45.666666666666664,39.333333333333336,50.0,50.666666666666664,45.666666666666664,55.0,56.666666666666664,50.0,60.333333333333336,60.666666666666664,55.666666666666664,63.666666666666664,66.0,59.333333333333336,68.0,71.33333333333333,64.0
18-280,243.3,38.4,50.1,471.66,15.07,38.666666666666664,55.5,1.0,1.0,0.0,1.0,0.0,2.99,66.0,24.0,22.75,76.5,10.222222222222221,187.6,152.33333333333334,92.0,75.0,51.0,6.830000000000001,6.497272727272726,43.6,60.8,41.6,26.42,17.36,19.08,23.2,142.0,45.8695652173913,39.78260869565217,20.0,19.967704282843894,89.49671602908394,6.25,12.450000000000001,4.074999999999999,0.2,0.4,1.875,0.5,39.075,38.675,50.650000000000006,40.0,36.25,37.75,45.0,45.25,40.0,49.5,50.0,44.75,55.0,55.0,49.75,59.0,59.25,56.25,63.0,65.0,60.0,68.0,69.5,64.25
18-281,248.2,36.0,36.3,624.09,15.12,42.5,55.0,1.0,1.0,0.0,0.0,0.0,2.84,50.0,36.0,2.0,51.91666666666666,14.0,81.33333333333333,60.8,63.33333333333334,36.0,44.5,7.787999999999999,6.3549999999999995,49.5,58.25,43.0,26.55,13.88,9.5,18.0,142.0,46.304,39.6,20.0,20.96895774089694,89.74835834424812,4.5,12.274999999999999,4.1,0.2,0.4,1.9,0.5,39.1,38.7,50.425,40.0,38.5,39.0,45.0,45.25,40.0,50.0,49.75,44.25,55.0,55.25,53.0,59.75,59.75,54.75,62.25,63.25,59.0,66.5,67.5,62.25
18-282,260.4,37.0,51.0,496.08,15.2,46.0,56.0,1.0,0.0,0.0,0.0,0.0,2.83,77.0,28.5,4.0,27.33333333333333,24.16666666666667,120.0,115.6,48.5,80.66666666666667,51.0,6.667692307692308,6.455384615384615,46.2,62.6,42.6,26.7,17.5,19.0,24.0,142.0,45.8689655172414,40.44827586206897,19.86206896551724,20.970837927976557,90.74835822171237,5.75,12.05,4.1,0.2,0.4,1.875,0.5,39.475,38.925,50.7,40.0,36.75,40.0,45.0,45.25,39.75,50.5,50.0,45.25,54.75,56.0,50.25,59.25,59.75,55.5,64.25,66.25,60.0,68.75,70.75,63.0
18-283,238.5,36.8,48.5,561.96,15.23,44.083333333333336,55.0,1.0,0.0,1.0,0.0,0.0,3.03,99.0,33.5,1.6666666666666667,38.63636363636363,21.818181818181817,122.0,156.0,64.0,59.5,38.5,7.606,6.314,63.67,64.0,42.33,26.4,17.0,19.0,24.0,142.0,45.73749999999999,39.25,20.041666666666668,19.96887413908877,89.74835777897671,6.0,12.466666666666667,4.1,0.20000000000000004,0.5,1.8999999999999997,0.5,38.9,38.1,51.0,40.0,39.0,40.0,44.25,45.5,39.75,50.25,49.5,45.75,51.25,56.75,52.25,57.0,59.75,54.0,60.75,65.0,60.0,67.75,70.75,64.5
18-284,241.2,39.7,51.2,535.66,15.2,46.916666666666664,55.0,1.0,0.0,1.0,1.0,0.0,3.08,167.0,58.0,3.5,76.72727272727273,11.636363636363635,258.2,128.0,65.5,77.6,47.6,8.104545454545455,6.333636363636364,64.0,65.5,42.25,27.35,18.5,19.25,24.0,142.0,48.22608695652173,43.17391304347826,20.0,19.45691027104237,89.4967164434247,6.75,12.375,4.025,0.2,0.4,1.9,0.5,38.825,38.025,50.775,40.0,39.0,40.0,45.0,44.5,39.0,50.5,49.5,44.5,55.0,55.0,51.0,60.5,57.5,55.5,64.5,64.0,60.0,67.5,69.5,64.5
18-285,223.9,34.8,45.5,604.19,15.22,43.166666666666664,55.0,1.0,1.0,1.0,1.0,0.0,3.03,122.0,27.0,0.3333333333333333,31.45454545454545,14.636363636363635,200.0,101.2,57.25,57.0,50.0,8.28111111111111,6.368888888888889,62.67,62.67,41.0,26.37,16.67,18.83,24.0,142.0,45.99545454545454,40.68181818181818,19.90909090909091,19.934736040793325,89.4967159962389,6.666666666666667,12.033333333333333,4.0,0.20000000000000004,0.4000000000000001,1.8666666666666665,0.5,38.833333333333336,38.300000000000004,50.5,40.0,36.0,39.333333333333336,45.333333333333336,44.333333333333336,39.666666666666664,50.0,49.666666666666664,44.666666666666664,55.333333333333336,54.666666666666664,49.666666666666664,60.666666666666664,57.333333333333336,55.666666666666664,63.666666666666664,62.0,60.0,67.66666666666667,67.33333333333333,64.33333333333333
18-298,258.2,44.0,51.6,556.21,15.73,42.833333333333336,55.0,1.0,1.0,1.0,1.0,0.0,3.05,20.0,22.0,0.5,54.5,14.222222222222221,146.8,69.33333333333333,74.75,36.0,49.25,8.3475,6.2749999999999995,55.75,56.0,42.25,27.05,19.0,14.2,23.5,142.0,45.92105263157894,39.68421052631579,20.0,19.96020362479925,89.49671635660252,5.0,13.3,4.0200000000000005,0.2,0.37399999999999994,1.78,0.2,39.4,38.82,51.02,40.0,36.0,38.0,44.833333333333336,45.0,39.833333333333336,50.0,49.166666666666664,45.166666666666664,55.166666666666664,54.833333333333336,49.833333333333336,59.833333333333336,59.833333333333336,55.333333333333336,63.166666666666664,65.16666666666667,60.0,66.0,70.83333333333333,64.33333333333333
18-299,252.2,43.8,52.2,522.28,15.5,43.56521739130435,55.21739130434783,1.0,1.0,0.0,0.0,0.0,2.97,30.0,58.0,0.75,56.0,15.428571428571427,79.4,190.6,72.33333333333333,33.6,59.5,7.868571428571428,6.477142857142858,60.67,62.0,41.0,27.5,19.0,19.0,24.0,142.0,46.68823529411765,40.0,20.0,19.448240350619127,89.74835830973599,4.75,12.325,4.15,0.2,0.4,1.775,1.15,39.35,38.849999999999994,51.375,40.0,35.333333333333336,36.666666666666664,44.666666666666664,44.333333333333336,39.666666666666664,50.0,50.333333333333336,44.333333333333336,55.0,53.666666666666664,49.666666666666664,59.0,58.0,55.333333333333336,62.333333333333336,64.0,59.333333333333336,66.66666666666667,69.0,63.666666666666664
18-300,243.5,38.4,59.4,558.23,15.49,44.083333333333336,55.0,1.0,1.0,0.0,0.0,0.0,3.03,30.0,51.5,1.5,35.3,17.6,134.75,112.33333333333331,69.66666666666667,68.33333333333333,50.0,8.843333333333332,6.404444444444445,57.4,58.2,42.4,26.66,19.0,18.8,24.0,142.0,45.96363636363637,39.63636363636363,20.0,19.94556188491327,89.49671487953128,5.0,12.3,4.0600000000000005,0.18,0.42000000000000004,1.7600000000000002,1.27,37.94,37.2,49.72,40.6,38.8,38.8,44.8,44.8,40.8,51.0,51.2,46.0,55.2,54.4,51.0,60.4,60.6,56.2,62.8,64.0,60.8,67.4,70.8,63.8
18-301,240.4,38.5,56.9,602.73,15.58,46.333333333333336,55.0,1.0,1.0,1.0,1.0,0.0,3.0,74.0,59.5,22.75,45.33333333333334,16.833333333333332,161.16666666666666,113.4,96.0,33.5,58.0,8.531000000000002,6.351,62.67,63.67,42.67,26.73,18.0,18.0,24.0,142.0,45.85217391304346,39.52173913043478,20.0,19.4471251140273,89.49671552282234,4.833333333333333,12.433333333333332,4.1000000000000005,0.19999999999999998,0.4666666666666666,1.8166666666666667,1.1833333333333333,37.06666666666667,36.95,49.38333333333333,40.0,38.166666666666664,38.333333333333336,44.833333333333336,44.666666666666664,40.0,50.0,49.833333333333336,44.833333333333336,54.333333333333336,54.333333333333336,49.833333333333336,60.166666666666664,58.833333333333336,55.5,61.833333333333336,64.16666666666667,60.166666666666664,67.33333333333333,69.66666666666667,64.16666666666667
18-302,215.6,34.2,47.1,551.92,15.56,44.34782608695652,55.21739130434783,1.0,0.0,1.0,1.0,0.0,3.1,60.0,19.5,1.0,33.36363636363637,18.0,182.6,140.25,78.0,59.5,76.66666666666667,8.332727272727274,6.464545454545455,62.0,62.5,43.0,26.62,18.5,18.2,22.0,142.0,45.99545454545454,39.09090909090909,20.0,19.48175192904506,89.74835862885038,5.0,12.575000000000001,4.2,0.2,0.4,1.8,1.1,37.3,37.025,50.45,40.0,35.8,37.2,44.8,45.6,40.2,49.8,49.8,44.6,55.0,55.2,49.8,60.4,59.2,55.6,59.2,64.8,59.8,67.2,69.6,63.8
18-303,244.2,38.1,57.1,597.04,15.43,40.333333333333336,55.0,1.0,1.0,1.0,1.0,0.0,3.0,50.0,30.5,19.0,31.875,14.25,226.25,97.0,62.53174655674656,50.33333333333334,39.5,8.094,6.141,64.0,64.75,41.5,26.9,18.38,18.38,22.5,142.0,46.295,40.0,20.0,19.977858405092608,89.49671533387209,4.666666666666667,11.966666666666667,4.366666666666667,0.20000000000000004,0.4000000000000001,1.8333333333333333,1.0666666666666667,37.699999999999996,36.86666666666667,50.699999999999996,40.0,33.0,37.5,45.0,43.5,39.0,50.0,49.0,43.5,55.0,54.0,50.0,59.5,56.5,55.5,57.5,64.0,60.0,67.5,66.5,64.0
18-304,250.6,41.8,67.1,559.29,15.39,42.69565217391305,53.91304347826087,1.0,1.0,0.0,1.0,0.0,3.26,50.0,24.5,22.5,84.1,23.6,236.2,107.5,74.0,45.0,55.0,7.523636363636363,6.616363636363636,59.8,60.0,41.8,26.58,18.9,19.3,24.0,142.0,46.95,40.0,20.0,19.942445152424,89.74835862041664,5.6,12.26,4.180000000000001,0.2,0.4,1.8,1.22,37.92,37.78,50.42,40.0,37.5,39.0,44.75,44.5,40.25,50.0,49.25,44.25,55.0,54.5,49.75,59.75,60.75,55.0,62.0,65.0,60.25,65.0,68.75,64.0
18-305,243.7,43.9,74.7,545.53,15.2,42.25,55.0,1.0,0.0,0.0,1.0,0.0,3.1,63.0,31.0,21.0,118.5,16.8,239.4,90.0,75.0,55.0,58.0,8.218,6.565,58.5,59.0,43.25,27.05,4.75,19.0,24.0,142.0,46.323809523809516,39.047619047619044,20.0,19.946269038117922,89.74835820274029,3.0,11.8,4.45,0.15000000000000002,0.4,1.8,1.25,39.1,38.400000000000006,50.4,40.0,39.0,38.0,41.0,45.5,39.5,49.5,49.5,45.0,55.5,55.5,49.0,59.0,59.5,55.5,64.5,65.0,60.0,67.5,72.0,64.5
18-306,244.9,41.8,56.1,576.27,15.19,38.666666666666664,55.0,1.0,1.0,0.0,0.0,0.0,3.09,95.0,17.0,21.5,45.5,15.6,227.25,115.75,104.0,40.0,71.0,7.746999999999998,6.433,58.5,59.0,40.0,27.1,19.5,19.5,24.0,142.0,45.53333333333333,40.609523809523814,20.02380952380953,19.95203525415758,89.49671599951489,4.0,12.033333333333333,4.366666666666667,0.20000000000000004,0.4000000000000001,1.8333333333333333,1.0333333333333334,39.199999999999996,38.833333333333336,50.9,40.0,36.0,38.333333333333336,45.666666666666664,45.333333333333336,40.333333333333336,50.0,50.0,45.0,55.0,55.333333333333336,49.666666666666664,60.0,58.333333333333336,55.0,57.666666666666664,63.666666666666664,59.333333333333336,66.66666666666667,69.66666666666667,64.0
18-307,252.4,38.1,47.4,545.51,15.2,42.0,55.0,1.0,1.0,0.0,1.0,0.0,2.91,106.0,41.0,0.3333333333333333,47.1,18.2,276.25,75.5,51.33333333333334,76.0,52.5,8.185999999999998,6.511,56.0,56.0,42.0,27.47,19.0,19.0,24.0,142.0,46.30952380952381,40.0,20.0,20.009573189090133,89.74835710443311,5.0,12.8,4.4,0.2,0.4,1.8,1.2,36.8,36.2,48.7,40.0,38.0,40.0,45.0,45.0,39.0,50.0,50.0,45.0,55.0,55.0,50.0,59.0,59.0,56.0,61.0,64.0,59.0,67.0,74.0,65.0
18-308,258.6,42.0,45.1,525.02,15.12,41.333333333333336,55.416666666666664,1.0,0.0,0.0,1.0,0.0,2.85,64.0,39.0,21.0,63.18181818181818,14.0,109.5,49.75,72.0,31.0,47.33333333333334,8.866999999999999,6.479000000000001,58.0,58.6,43.0,27.24,19.0,19.0,24.0,142.0,45.54545454545454,40.0,20.0,20.967336120633774,93.74835820055979,4.666666666666667,12.166666666666666,4.333333333333333,0.26666666666666666,0.3333333333333333,1.7666666666666666,1.0,37.800000000000004,37.1,50.26666666666667,41.666666666666664,36.666666666666664,38.0,46.333333333333336,46.0,41.0,51.0,51.666666666666664,46.333333333333336,57.0,55.0,51.666666666666664,59.666666666666664,59.666666666666664,60.666666666666664,64.0,66.33333333333333,60.666666666666664,66.33333333333333,70.0,63.333333333333336
18-309,237.8,38.6,41.9,507.22,15.1,42.666666666666664,55.0,1.0,1.0,0.0,0.0,0.0,3.06,44.0,22.0,3.333333333333333,47.8,15.2,113.0,180.2,34.8,64.0,49.33333333333334,8.391818181818183,6.514545454545455,62.0,62.6,41.2,27.42,15.2,19.16,16.4,141.36363636363637,46.57272727272727,39.90909090909091,20.0,19.971574202183827,89.74835776726604,5.8,12.44,4.46,0.2,0.4,1.7600000000000002,1.08,37.96,37.9,50.1,40.0,35.333333333333336,36.0,45.0,45.333333333333336,39.666666666666664,50.0,49.666666666666664,44.333333333333336,55.0,54.0,49.666666666666664,60.333333333333336,59.666666666666664,56.333333333333336,64.0,66.0,59.666666666666664,66.66666666666667,72.66666666666667,64.33333333333333
18-311,226.9,37.3,50.1,411.41,15.0,42.0,55.0,1.0,1.0,0.0,0.0,0.0,2.83,61.0,31.0,5.666666666666668,151.875,13.0,160.8,102.0,16.5,32.333333333333336,60.5,8.30375,6.4662500000000005,56.0,56.33,40.67,27.07,19.5,18.83,24.0,142.0,46.27,39.75,20.0,20.48744850682607,90.74835716563213,9.0,12.18,4.4399999999999995,0.2,0.4,1.6600000000000001,1.04,38.160000000000004,37.6,50.42,40.0,38.0,35.0,45.0,46.5,40.0,49.5,50.0,45.5,55.0,55.5,50.0,59.5,60.0,55.5,60.5,64.5,59.5,65.5,70.0,63.5
18-312,234.5,38.0,42.0,481.61,14.99,44.16,54.8,1.0,1.0,1.0,0.0,0.0,3.01,90.0,24.5,23.75,69.27272727272727,14.0,173.83333333333337,68.5,54.5,47.66666666666666,48.75,7.473000000000001,6.211,54.4,54.6,42.4,27.42,11.2,18.9,24.0,142.0,46.20434782608696,39.91304347826087,20.0,19.942428239780728,89.74835822171234,6.2,12.360000000000001,4.4799999999999995,0.2,0.4,1.7399999999999998,1.02,38.22,37.14,50.779999999999994,40.0,40.0,39.333333333333336,45.333333333333336,45.0,39.666666666666664,50.333333333333336,49.666666666666664,44.0,55.0,54.333333333333336,50.0,60.666666666666664,58.0,55.666666666666664,63.333333333333336,63.333333333333336,58.0,66.66666666666667,72.0,64.0
18-313,252.3,41.3,49.3,576.95,15.01,44.75,55.416666666666664,1.0,1.0,0.0,0.0,0.0,2.91,28.0,69.0,4.75,65.63636363636364,8.727272727272727,132.16666666666666,68.75,66.33333333333333,32.333333333333336,31.33333333333333,8.651818181818182,6.55,58.25,59.0,43.0,26.08,14.25,14.75,18.0,142.0,46.28636363636363,40.0,20.0,19.94127529617936,89.74835822171234,6.0,12.033333333333333,4.433333333333334,0.20000000000000004,0.4000000000000001,1.7666666666666666,1.0333333333333334,38.36666666666667,37.53333333333333,50.46666666666667,40.0,39.333333333333336,36.666666666666664,44.666666666666664,44.666666666666664,39.0,49.666666666666664,50.0,44.0,55.0,55.666666666666664,49.666666666666664,60.333333333333336,59.0,56.333333333333336,61.666666666666664,62.666666666666664,59.666666666666664,60.333333333333336,68.0,63.666666666666664
19-004,279.0,50.9,72.0,575.49,14.13,45.333333333333336,55.416666666666664,1.0,0.0,0.0,1.0,0.0,3.09,74.0,15.0,22.5,61.058823529411775,15.636363636363635,152.83333333333334,72.0,65.66666666666667,60.0,103.33333333333331,8.611,6.5200000000000005,55.33,56.67,42.67,27.3,19.5,19.5,24.0,142.0,47.971428571428575,40.57142857142857,20.0,22.0,92.0,8.0,12.1,4.5,0.2,0.4,1.7,1.2,39.8,39.0,51.6,26.666666666666668,36.333333333333336,26.666666666666668,44.333333333333336,45.0,40.0,49.333333333333336,49.666666666666664,44.333333333333336,53.666666666666664,54.666666666666664,49.333333333333336,56.666666666666664,60.0,53.333333333333336,61.666666666666664,61.0,59.666666666666664,66.66666666666667,68.33333333333333,62.333333333333336
19-005,273.0,47.0,75.0,518.67,13.62,42.09090909090909,55.90909090909091,1.0,0.0,0.0,1.0,0.0,3.0,90.0,24.5,20.5,45.57142857142857,16.727272727272727,218.5,107.33333333333331,115.5,65.0,57.33333333333334,8.284,6.441999999999998,55.33,56.0,41.67,26.8,18.67,18.83,23.33,142.0,48.5590909090909,40.0,20.0,19.98099205022521,89.74835819665304,5.0,12.025,4.425000000000001,0.2,0.4,1.75,1.05,38.85,38.225,51.199999999999996,40.0,36.8,40.0,44.6,45.6,39.8,49.4,50.4,44.6,54.8,55.6,49.6,59.8,59.8,54.6,60.6,61.8,59.8,67.2,69.4,64.2
19-006,277.0,44.7,51.0,553.5,15.2,44.75,55.416666666666664,1.0,0.0,0.0,1.0,0.0,3.06,100.0,19.5,23.0,56.5,15.363636363636365,181.5,97.8,36.0,48.0,39.0,7.993333333333335,6.434444444444444,56.8,56.8,41.8,27.08,19.2,19.2,24.0,141.8181818181818,47.91363636363637,40.77272727272727,20.0,19.97355410069196,89.7483581994643,4.6,12.0,4.5,0.2,0.4,1.72,1.04,37.7,36.72,50.959999999999994,40.0,38.4,38.8,44.8,44.8,39.6,49.6,50.4,44.6,54.6,54.4,49.8,60.2,59.8,54.6,60.6,61.4,59.6,66.4,68.4,63.8
19-007,263.0,39.5,50.0,615.53,22.21,44.32,54.8,1.0,0.0,0.0,1.0,0.0,3.0,50.0,58.0,2.583333333333333,37.42857142857143,18.153846153846157,158.83333333333334,133.8,123.5,53.2,38.16666666666666,8.209090909090909,6.327272727272727,62.0,62.5,43.0,27.25,0.0,19.0,23.5,142.0,47.9875,40.5,20.0,19.976687745824567,89.49671535963898,7.0,12.22,4.46,0.18,0.39799999999999996,1.7,0.9,37.58,36.74,51.15999999999999,40.0,33.666666666666664,38.0,44.833333333333336,44.333333333333336,39.5,49.833333333333336,49.333333333333336,44.666666666666664,55.0,54.5,49.166666666666664,60.333333333333336,58.166666666666664,54.833333333333336,61.833333333333336,60.833333333333336,57.5,67.16666666666667,68.66666666666667,63.333333333333336
19-008,269.0,39.4,40.0,633.65,17.15,45.0,55.0,1.0,1.0,1.0,1.0,0.0,2.84,50.0,35.0,3.1666666666666665,56.6,21.4,123.2,55.5,51.8,122.0,59.0,8.001666666666665,6.425833333333332,2.4,59.51,56.48,27.25,27.02,6.5,9.75,142.0,48.30769230769232,41.192307692307686,20.0,19.95337549164913,89.49671532932915,6.833333333333333,12.316666666666665,4.416666666666667,0.19999999999999998,0.3583333333333334,1.4666666666666666,0.8166666666666668,36.63333333333333,35.96666666666667,50.0,40.0,36.8,37.0,45.2,44.6,39.4,50.4,50.0,44.4,55.0,54.8,50.4,60.2,59.8,54.6,59.2,61.6,58.0,66.8,69.8,63.4
19-009,245.0,39.7,36.0,574.42,14.7,42.69565217391305,55.21739130434783,0.0,1.0,0.0,1.0,0.0,3.07,420.0,18.0,21.58333333333333,72.92307692307692,19.2,233.6,112.5,48.0,29.75,53.33333333333334,8.639,6.349,2.5,59.51,60.0,27.12,28.1,19.75,19.75,142.0,49.76499999999999,44.65,20.0,19.95337549164913,89.49671585262787,5.5,12.125,4.475,0.2,0.4075,1.8499999999999999,1.15,37.675,37.125,50.85,40.0,36.0,37.6,45.2,45.2,39.6,49.6,50.0,45.2,54.6,55.0,49.2,59.8,60.6,55.8,60.8,64.8,59.4,67.0,72.4,63.8
19-010,283.0,47.4,42.1,592.65,14.75,42.083333333333336,55.0,1.0,0.0,1.0,1.0,0.0,2.9,174.0,33.0,19.5,67.61538461538461,13.777777777777779,108.5,49.5,50.75,44.0,46.66666666666666,9.151250000000001,6.483750000000001,2.13,59.51,63.17,27.0,26.73,6.5,13.0,142.0,50.56000000000001,43.9,20.0,19.976687745824567,90.74835810424612,4.75,12.05,4.475,0.25,0.35,1.8,1.1,36.949999999999996,36.0,49.75,39.5,35.0,35.75,45.5,44.5,40.0,50.5,49.75,45.5,55.25,54.25,49.0,59.75,59.5,54.0,59.5,60.75,58.0,66.0,69.0,64.5
19-011,268.0,39.7,26.3,557.94,16.39,38.78260869565217,55.21739130434783,0.0,1.0,0.0,0.0,0.0,2.66,69.0,19.0,23.0,58.93333333333333,19.272727272727273,80.85714285714286,85.2,34.5,21.5,35.25,7.787777777777778,6.7122222222222225,2.85,59.51,57.35,27.0,26.88,18.75,18.75,142.0,50.61363636363637,44.0,20.0,19.976687745824567,89.74835820115095,6.0,12.24,4.4799999999999995,0.18,0.4,1.8199999999999998,1.2,37.04,36.4,50.5,40.0,37.0,38.333333333333336,45.166666666666664,45.166666666666664,39.833333333333336,50.166666666666664,50.166666666666664,45.166666666666664,55.5,55.166666666666664,49.833333333333336,60.166666666666664,60.0,55.5,60.666666666666664,62.5,59.5,67.5,70.83333333333333,64.16666666666667
19-012,275.0,43.9,29.1,615.54,14.65,42.48,54.8,1.0,0.0,1.0,1.0,0.0,2.95,50.0,45.0,1.0,45.83333333333334,18.0,136.0,75.75,45.0,33.75,33.0,8.751999999999999,6.565,2.8,59.51,57.5,27.0,26.9,9.5,0.0,142.0,48.10869565217392,43.26086956521739,20.0,21.47355410069196,91.74835821005036,4.75,12.0,4.5,0.2,0.4,1.875,1.125,37.625,36.625,49.9,40.0,38.0,38.666666666666664,45.0,45.0,40.0,49.666666666666664,51.0,44.666666666666664,55.0,55.666666666666664,49.666666666666664,60.0,60.666666666666664,55.333333333333336,63.0,62.333333333333336,60.0,67.33333333333333,70.33333333333333,64.33333333333333
