Batch,Bloom,Viscosidad,Claridad,AverageProduction,Yield,D03_amn_carnaza,D03_vap_press,D03_carnaza,D03_cuero,D03_orillo,D03_patica,D03_vaqueta,D04_ph_initial_liq,D04_clarity_initial_liq,D04_total_residue,D04_extract_duration,D05_peroxido_hid,D05_dioxido_azufre,D05_NTU_L1,D05_NTU_L3,D05_NTU_FP1,D05_NTU_FP2,D05_NTU_FP4,D06_phT,D06_phUF2,D09_T_condensing,D09_T_leg,D09_T_liquor,D09_Conc_liquor,D09_Tri_FrecA,D09_Tri_FrecB,D09_Tri_FrecD,D10_T_esteril,D10_T_out_gelatin,D10_T_out_water,D10_P_vaccum,D11_Ts_ref,D11_Td_ref,D12_P_Exch_Water,D12_Kath_Lvl,D12_P_atom_cond,D12_P_atom_regn,D12_P_filt,D12_P_cond,D12_P_regen,D12_TA,D12_TB,D12_TD,D14_vpA,D14_vpB,D14_vpD,D14_T2A,D14_T2B,D14_T2D,D14_T3A,D14_T3B,D14_3D,D14_T4A,D14_T4B,D14_T4D,D14_T5A,D14_T5B,D14_T5D,D14_T6A,D14_T6B,D14_T6D,D14_T7A,D14_T7B,D14_T7D
18-157,259.7,39.2,34.2,525.95,15.38,42.5,55.0,1.0,0.0,1.0,1.0,0.0,3.0,32.0,28.0,22.25,38.27272727272727,17.90909090909091,101.9090909090909,99.2,47.6,32.27272727272727,48.66666666666666,8.715833333333334,6.641666666666668,59.0,59.2,43.8,26.42,18.4,18.4,24.0,142.0,51.44500000000001,42.4,20.9,20.92289089780081,89.49671532832052,4.666666666666667,11.666666666666666,4.5,0.20000000000000004,0.20000000000000004,1.5666666666666667,0.8000000000000002,37.26666666666667,37.5,44.03333333333333,38.5,54.5,30.0,44.0,45.25,39.75,45.0,41.5,43.25,51.25,50.5,53.25,54.5,49.75,54.0,59.25,64.5,55.75,59.0,74.0,64.25
18-158,263.9,39.1,37.6,573.81,15.34,44.88,54.8,1.0,1.0,1.0,1.0,0.0,2.83,24.0,27.5,22.83333333333333,44.66666666666666,14.666666666666664,71.27272727272727,113.6,35.166666666666664,32.4,31.5,7.9399999999999995,6.304444444444445,57.25,58.0,42.5,27.02,19.0,18.75,24.0,142.0,50.515,41.95,21.0,20.43346249246673,89.49671532877666,5.2,11.8,4.54,0.2,0.20800000000000002,1.8400000000000003,0.8800000000000001,38.260000000000005,37.56,48.220000000000006,38.25,53.75,30.0,45.0,45.0,39.5,48.5,41.5,43.0,54.5,49.0,52.5,59.25,49.5,53.75,62.0,64.0,57.25,64.5,71.75,65.25
18-159,245.7,39.9,48.0,573.09,15.36,42.95652173913044,55.65217391304348,1.0,1.0,0.0,1.0,0.0,3.02,40.0,31.0,0.0,67.63636363636364,24.54545454545455,101.3,107.0,180.0,44.57142857142857,50.54545454545455,7.180000000000001,6.526363636363637,57.2,56.8,42.6,26.78,11.2,19.0,24.0,142.0,50.85,42.5,21.0,19.302626298812694,89.49671532880394,4.2,11.52,4.54,0.2,0.21400000000000002,1.9,0.68,38.42,38.339999999999996,50.06,36.5,45.0,30.0,46.75,44.5,40.0,49.25,41.25,43.5,55.0,50.25,53.25,60.5,49.5,55.5,61.25,62.25,57.5,67.75,70.25,64.75
18-160,226.1,37.7,62.8,555.23,15.36,46.48,54.4,0.0,0.0,1.0,0.0,0.0,3.0,28.0,21.0,1.5,53.07692307692307,21.46153846153846,208.27272727272728,155.75,84.0,84.1111111111111,58.7,8.588461538461539,6.512307692307691,60.0,59.6,44.2,26.64,18.0,18.0,22.0,142.0,51.1375,42.625,21.0,20.918210936197625,89.4967153281723,4.2,11.779999999999998,4.6,0.2,0.20600000000000002,1.9,0.74,39.540000000000006,38.92,50.1,37.5,50.75,30.0,47.25,46.5,40.0,50.25,44.5,44.75,54.75,51.0,52.75,59.75,50.0,55.5,61.75,62.25,57.5,67.25,70.25,65.25
18-161,270.9,38.7,30.5,549.73,15.39,41.6,54.4,1.0,1.0,1.0,1.0,0.0,2.33,48.0,29.5,2.0,51.555555555555564,21.66666666666667,116.9090909090909,78.44444444444444,59.0,40.25,40.0,6.793333333333333,6.301111111111112,55.8,55.6,44.2,27.14,19.0,19.0,24.0,142.0,52.040909090909096,43.95454545454545,21.0,19.929158188066022,89.4967153287107,4.75,11.75,4.725,0.2,0.2025,1.8499999999999999,0.9249999999999999,38.0,41.45,49.0,38.75,55.0,30.0,46.25,45.25,39.75,51.75,56.75,44.5,55.25,55.75,52.5,56.5,51.0,54.75,60.0,64.25,56.0,68.25,70.25,65.0
18-162,251.4,37.6,28.7,590.98,15.43,41.166666666666664,54.583333333333336,0.0,1.0,1.0,1.0,0.0,3.02,104.0,21.5,23.0,72.07692307692308,24.0,117.8,63.555555555555564,34.25,27.0,56.0,7.671999999999999,6.5329999999999995,62.4,61.8,43.6,26.74,18.6,18.0,24.0,142.0,52.061904761904756,43.952380952380956,20.571428571428573,20.408996491666752,89.4967153289508,4.833333333333333,12.033333333333333,4.683333333333333,0.19999999999999998,0.20833333333333334,1.8,0.8833333333333334,38.98333333333333,38.666666666666664,49.666666666666664,38.333333333333336,50.0,30.0,47.833333333333336,45.5,39.5,50.5,57.833333333333336,44.666666666666664,55.166666666666664,54.166666666666664,52.666666666666664,58.333333333333336,52.5,55.166666666666664,61.833333333333336,62.333333333333336,56.833333333333336,66.66666666666667,70.16666666666667,64.83333333333333
18-163,261.0,41.5,32.4,547.23,15.4,41.666666666666664,55.0,1.0,0.0,0.0,1.0,0.0,3.28,125.0,23.0,22.5,70.27272727272727,23.54545454545455,108.0909090909091,49.111111111111114,42.333333333333336,38.66666666666666,29.555555555555557,8.284,6.570000000000002,58.75,61.5,43.75,26.58,18.75,18.75,24.0,141.85,51.165000000000006,43.25,20.925,19.327044422142194,89.49671532864885,4.75,12.174999999999999,4.675,0.2,0.205,1.8525,1.225,37.099999999999994,38.15,48.849999999999994,38.0,57.5,30.0,47.0,43.75,39.5,50.0,52.0,44.75,55.25,54.5,52.75,60.0,50.25,54.75,61.5,61.0,56.75,67.75,67.5,64.75
18-164,264.0,40.3,27.0,536.1,15.33,41.44,54.0,1.0,1.0,1.0,1.0,0.0,2.93,137.0,36.0,23.5,44.7,19.9,111.44444444444444,61.25,38.714285714285715,33.625,24.8,7.590999999999999,6.391,57.25,58.25,43.5,26.38,9.25,9.25,22.0,142.0,48.27499999999999,41.8,21.0,19.92289089780081,89.4967153285511,4.25,12.174999999999999,4.675,0.2,0.2025,1.8,1.325,38.175,37.775,48.875,38.5,50.0,30.0,47.5,55.5,39.75,49.75,58.5,45.5,55.75,57.0,53.5,60.5,56.25,56.25,61.5,61.5,58.75,68.25,66.5,64.5
18-165,231.0,39.9,48.0,457.41,15.36,44.32,54.0,1.0,0.0,1.0,1.0,0.0,3.21,131.0,21.0,9.0,40.25,18.6875,137.53333333333333,180.92857142857144,58.53846153846154,52.3,49.81818181818182,8.009375,6.574999999999999,54.6,55.4,44.2,27.18,7.6,7.6,4.4,142.0,48.54838709677418,42.25806451612903,21.0,21.0,89.49671532847331,6.25,12.25,4.699999999999999,0.2,0.1975,1.8,1.0,38.574999999999996,38.1,49.675,38.0,47.75,30.0,45.75,49.0,40.0,50.0,54.5,45.5,55.25,55.5,52.75,48.25,51.75,57.0,59.75,61.5,57.5,67.75,70.0,65.25
18-166,231.0,41.3,64.0,476.28,15.33,46.0,53.84615384615385,0.0,0.0,1.0,0.0,0.0,3.02,54.0,55.0,3.083333333333333,55.1,21.0,169.27272727272728,158.66666666666666,72.71428571428571,54.875,51.28571428571429,7.904545454545455,6.662727272727272,57.83,57.5,42.5,26.87,18.5,18.5,23.67,142.0,49.49047619047618,42.095238095238095,21.0,23.0,89.49671532820776,5.666666666666667,12.666666666666666,4.533333333333333,0.20000000000000004,0.19333333333333336,1.8,1.1333333333333335,37.233333333333334,38.06666666666667,49.73333333333334,37.0,40.0,30.0,46.5,52.0,39.5,50.0,58.0,44.0,55.0,54.0,52.5,58.5,54.0,54.0,62.5,60.5,58.0,68.0,69.5,64.5
18-167,283.0,44.9,31.0,545.2,15.3,45.0,55.0,1.0,1.0,0.0,1.0,0.0,2.99,31.0,43.5,0.25,43.41666666666666,22.16666666666667,114.25,53.0,46.66666666666666,39.18181818181818,36.66666666666666,7.879,6.362,58.67,58.83,41.83,26.78,18.83,18.83,21.0,142.0,47.17727272727271,40.77272727272727,21.0,20.45600464714795,89.49671532826504,5.0,12.325,4.5,0.2,0.1975,1.875,0.725,38.1,37.675,48.949999999999996,37.75,54.5,30.0,46.5,50.0,40.0,50.0,55.0,44.75,55.5,55.5,52.75,56.0,52.0,55.75,60.5,61.5,57.5,67.75,69.25,65.0
18-169,252.0,38.6,32.0,547.78,15.27,44.0,54.4,1.0,1.0,1.0,1.0,0.0,3.13,28.0,16.5,4.0,58.0,18.818181818181817,125.1818181818182,69.66666666666667,39.111111111111114,38.5,30.66666666666667,7.444,6.298,54.75,54.5,43.75,27.1,17.0,12.75,20.0,142.0,44.16666666666666,38.333333333333336,21.0,19.260296375593953,89.49671351785808,6.0,13.55,4.55,0.2,0.22,1.85,0.75,38.15,37.0,48.95,38.333333333333336,58.333333333333336,30.0,46.666666666666664,48.666666666666664,39.333333333333336,49.666666666666664,57.0,44.666666666666664,56.333333333333336,56.333333333333336,49.333333333333336,57.666666666666664,53.0,55.333333333333336,62.0,63.333333333333336,56.666666666666664,67.33333333333333,73.66666666666667,64.33333333333333
18-170,262.9,37.6,29.2,569.76,16.15,40.166666666666664,54.583333333333336,1.0,1.0,1.0,1.0,0.0,2.94,221.0,23.5,23.83333333333333,55.53846153846154,17.615384615384613,150.0,53.72727272727273,40.333333333333336,48.0,27.4,7.653636363636363,6.281818181818182,56.67,57.67,43.33,26.47,12.0,18.0,14.0,142.0,47.92857142857142,40.23809523809524,21.0,20.434932850794095,89.49671532848471,5.75,11.725,4.6000000000000005,0.2,0.21250000000000002,1.8499999999999999,0.9500000000000001,36.0,37.15,48.45,38.5,60.0,30.0,45.0,51.0,40.25,49.0,58.25,45.25,55.0,55.25,52.75,60.5,53.0,56.75,62.5,62.75,58.0,68.0,72.75,66.0
18-171,267.1,40.8,37.1,573.53,15.16,42.76,54.4,1.0,1.0,0.0,1.0,0.0,2.96,74.0,19.0,21.91666666666667,50.90909090909091,21.0,86.5,64.1111111111111,43.8,33.857142857142854,30.0,8.085454545454544,6.5227272727272725,55.6,56.4,43.0,26.8,18.5,18.5,0.0,142.0,46.915000000000006,40.3,21.0,20.0,89.49671532912863,7.333333333333333,11.5,4.699999999999999,0.20000000000000004,0.21,1.7666666666666666,1.1,37.800000000000004,37.46666666666667,47.93333333333334,38.0,50.0,30.0,47.0,54.0,40.0,50.0,59.0,44.0,55.0,55.0,52.0,59.0,53.0,54.0,62.0,62.0,66.0,68.0,72.0,64.0
18-172,231.2,33.4,27.5,451.23,14.91,43.04,54.4,1.0,0.0,1.0,1.0,0.0,2.83,50.0,57.5,1.5,61.42857142857143,25.142857142857146,102.5,100.22222222222223,31.777777777777782,27.285714285714285,22.33333333333333,7.204166666666668,6.325833333333333,54.33,56.0,43.33,27.13,18.5,18.5,24.0,142.0,47.91428571428572,41.80952380952381,21.0,19.8688871677748,89.49671532844559,6.75,11.825000000000001,4.6499999999999995,0.22500000000000003,0.2125,1.775,0.9750000000000001,38.2,37.475,49.349999999999994,38.75,43.75,30.0,47.25,52.5,39.75,49.5,61.25,45.25,54.5,56.75,50.25,59.75,58.0,58.75,64.0,63.5,58.75,68.0,72.5,64.5
18-173,255.5,42.3,34.6,442.42,14.6,42.608695652173914,55.21739130434783,1.0,0.0,0.0,1.0,0.0,3.1,46.0,80.0,5.166666666666667,66.52941176470588,22.352941176470583,88.41666666666669,83.33333333333333,34.0,30.16666666666667,35.888888888888886,8.653333333333334,6.621666666666666,57.38,59.4,43.6,26.6,11.0,7.2,11.6,142.0,47.78,41.48,21.0,19.377770809100753,89.49671516468788,6.0,12.35,4.55,0.3,0.225,1.8,1.05,37.75,37.849999999999994,48.5,38.0,46.666666666666664,30.0,46.0,50.666666666666664,40.0,50.0,54.666666666666664,45.666666666666664,55.0,52.333333333333336,53.666666666666664,58.333333333333336,52.666666666666664,58.666666666666664,63.333333333333336,60.666666666666664,59.0,68.0,70.33333333333333,65.0
18-174,238.8,41.2,51.3,543.25,15.46,47.407407407407405,53.7037037037037,1.0,0.0,0.0,0.0,0.0,3.24,284.0,37.0,5.333333333333333,55.384615384615394,16.846153846153847,238.61538461538458,195.16666666666663,55.0,65.0,69.58333333333333,8.549230769230771,6.6,58.33,59.0,43.17,27.68,18.0,18.0,20.0,142.03571428571428,48.18214285714286,41.392857142857146,21.0,19.93814165104669,89.49671532845377,3.8333333333333335,12.616666666666667,4.366666666666666,0.19999999999999998,0.20166666666666666,1.7833333333333334,1.1333333333333335,37.333333333333336,36.9,48.416666666666664,37.714285714285715,51.714285714285715,31.428571428571427,45.0,49.142857142857146,41.714285714285715,49.0,53.142857142857146,47.0,54.714285714285715,53.714285714285715,54.0,60.142857142857146,52.714285714285715,56.57142857142857,61.142857142857146,62.42857142857143,57.857142857142854,66.42857142857143,70.0,65.28571428571429
18-175,253.0,45.6,32.0,474.0,15.1,43.23076923076923,53.84615384615385,1.0,0.0,1.0,1.0,0.0,3.33,51.0,23.5,21.33333333333333,40.77777777777778,17.11111111111111,129.7,65.44444444444444,38.77777777777778,35.714285714285715,29.714285714285715,7.522857142857142,6.4642857142857135,56.8,57.8,44.6,26.5,11.0,10.9,22.0,142.04761904761904,46.64285714285714,41.80952380952381,21.047619047619047,20.43814165104669,89.49671532859976,3.6,12.12,4.52,0.2,0.202,1.72,1.2,37.12,36.62,48.49999999999999,38.2,50.0,30.0,47.2,50.0,39.4,49.4,55.0,44.8,54.8,46.8,52.4,59.8,47.4,55.0,62.2,60.8,56.4,68.6,68.4,64.4
18-176,265.0,41.8,27.0,527.73,14.97,42.76923076923077,53.84615384615385,1.0,1.0,1.0,1.0,0.0,3.43,150.0,46.0,22.5,47.83333333333334,23.58333333333333,80.9,90.8,33.5,31.0,27.33333333333333,8.291,6.3950000000000005,58.33,61.67,43.67,26.1,19.0,19.0,23.0,142.0,47.40952380952381,40.476190476190474,21.0,19.93229183319869,89.49671532908133,5.0,12.34,4.58,0.2,0.20600000000000002,1.78,1.12,39.54,36.919999999999995,45.839999999999996,38.4,52.0,30.0,45.4,49.8,40.0,50.2,51.4,44.8,55.0,47.4,50.6,59.6,46.0,54.6,61.2,60.8,57.4,67.4,70.8,64.8
18-177,249.0,40.6,58.0,561.09,15.14,46.0,53.84615384615385,1.0,0.0,1.0,0.0,0.0,3.05,77.0,45.5,3.0,52.30769230769231,21.615384615384613,176.15384615384616,175.27272727272728,82.0,76.0,56.0,7.634166666666666,6.416666666666667,58.25,58.75,44.0,25.4,18.5,18.5,21.5,142.0,47.52173913043478,40.56521739130435,21.0,19.477059198416786,89.49671532850607,4.666666666666667,12.166666666666666,4.733333333333333,0.20000000000000004,0.21666666666666667,1.7666666666666666,1.2333333333333334,36.6,36.300000000000004,48.23333333333333,37.25,56.5,30.5,45.75,52.75,41.25,49.75,54.5,47.75,55.0,57.0,52.25,59.75,54.5,57.0,62.25,62.0,57.5,68.25,72.0,64.5
18-178,259.0,41.0,41.0,519.27,15.0,42.53846153846154,53.84615384615385,1.0,0.0,1.0,1.0,0.0,2.8,31.0,15.0,0.0,45.18181818181818,18.727272727272727,94.1818181818182,102.8181818181818,38.333333333333336,36.333333333333336,29.66666666666667,7.7459999999999996,6.327,59.6,62.2,44.2,26.48,18.9,18.5,22.8,142.0,47.86363636363637,40.81818181818182,21.0,21.0,89.49671532855065,3.8,11.879999999999999,4.699999999999999,0.2,0.21600000000000003,1.7600000000000002,0.8800000000000001,37.04,36.54,48.919999999999995,37.5,57.75,30.5,44.75,52.5,42.0,50.0,54.25,47.5,55.25,58.75,52.75,59.25,54.75,56.25,60.5,62.25,57.25,66.75,72.25,64.5
18-179,280.0,38.6,32.5,519.27,14.86,42.96,54.0,1.0,1.0,1.0,1.0,0.0,2.87,29.0,32.0,1.75,48.69230769230769,17.846153846153847,117.33333333333331,63.5,52.66666666666666,46.111111111111114,25.0,7.725,6.3660000000000005,53.48,56.0,43.8,27.14,18.7,18.7,8.8,142.0,48.87500000000001,40.95,21.0,20.5,89.49671532909453,3.25,12.0,4.6,0.2,0.21000000000000002,1.7,1.225,36.800000000000004,36.45,48.825,36.0,60.0,30.0,46.0,52.0,42.0,50.0,54.0,47.5,55.5,58.0,52.5,60.5,53.0,60.5,62.5,63.5,58.5,68.0,71.0,64.5
18-180,271.9,43.1,29.8,587.15,14.82,42.52,54.0,1.0,0.0,0.0,1.0,0.0,3.62,36.0,39.5,2.0,50.66666666666666,21.4,164.9090909090909,96.27272727272728,49.375,54.7,35.72727272727273,8.780000000000001,6.5409999999999995,56.4,56.8,42.8,26.82,11.1,18.5,22.0,142.0,48.11428571428571,42.76190476190476,20.666666666666668,20.435425478331297,89.49671485667204,5.0,12.333333333333334,4.8,0.20000000000000004,0.20000000000000004,1.6666666666666667,1.0999999999999999,37.86666666666667,37.46666666666667,49.0,38.75,60.0,32.25,47.25,51.5,40.75,47.0,53.5,48.5,54.75,57.75,53.0,60.25,53.25,56.75,63.5,63.75,57.75,67.5,70.25,64.75
18-181,240.4,39.2,70.7,519.82,14.69,43.76923076923077,53.84615384615385,0.0,0.0,1.0,0.0,0.0,2.92,25.0,28.0,22.33333333333333,53.1,15.6,173.36363636363637,238.3,64.3,69.0,79.0,8.315555555555555,6.263333333333333,59.0,59.5,43.0,27.08,18.0,18.0,22.0,142.0,47.955,41.85,21.0,20.435425478331297,89.49671487624208,5.333333333333333,12.033333333333333,4.7,0.20000000000000004,0.20000000000000004,1.6333333333333335,1.1333333333333333,37.76666666666667,37.233333333333334,49.4,39.333333333333336,60.0,31.666666666666668,46.0,51.333333333333336,43.0,48.0,52.0,48.666666666666664,55.0,57.666666666666664,53.333333333333336,60.333333333333336,55.0,58.333333333333336,63.0,63.0,58.333333333333336,68.0,69.66666666666667,64.33333333333333
18-182,242.6,39.6,47.7,529.44,14.73,42.64,54.0,1.0,1.0,0.0,1.0,0.0,3.07,44.0,67.0,3.1666666666666665,37.46153846153846,20.53846153846154,191.0,65.54545454545455,76.8,78.33333333333333,42.9,7.7925,6.36,59.6,59.8,43.4,26.04,18.3,18.3,21.6,142.0,48.525,42.208333333333336,20.75,20.435425478331297,89.49671532849743,5.2,12.040000000000001,4.5600000000000005,0.2,0.22799999999999998,1.6400000000000001,1.1400000000000001,37.79600000000001,37.72,49.22,38.0,40.0,30.5,45.5,49.5,43.75,50.5,52.25,50.0,56.5,56.5,53.0,60.75,54.75,57.0,62.25,61.25,57.5,68.25,69.25,65.25
18-183,238.5,36.0,51.7,534.23,14.97,42.24,54.0,1.0,1.0,0.0,1.0,0.0,3.12,48.0,51.5,7.0,56.06666666666667,23.13333333333333,173.15384615384616,127.41666666666669,58.153846153846146,64.6,47.42857142857143,7.095,6.442857142857143,57.0,57.67,43.5,27.22,18.83,18.83,21.0,142.0,47.775,42.035714285714285,20.178571428571427,19.870850956662593,89.49671532880986,5.5,11.950000000000001,4.6,0.2,0.21749999999999997,1.7,1.025,36.75,36.525,49.375,37.0,58.333333333333336,28.833333333333332,46.0,49.833333333333336,41.833333333333336,50.0,50.5,48.166666666666664,55.166666666666664,56.166666666666664,52.833333333333336,59.5,51.0,56.833333333333336,60.166666666666664,59.666666666666664,58.333333333333336,65.83333333333333,67.16666666666667,64.33333333333333
18-184,254.3,40.3,38.0,567.0,15.0,43.38461538461539,53.84615384615385,1.0,1.0,1.0,1.0,0.0,2.9,88.0,44.0,1.0,55.9,15.9,121.55555555555556,118.16666666666669,58.5,41.142857142857146,40.75,7.065555555555556,6.466666666666666,59.0,59.6,41.4,27.2,19.0,19.0,23.6,142.0,47.72608695652174,41.43478260869565,21.0,19.94656109351223,89.49671532868751,5.0,11.899999999999999,4.625,0.2,0.22000000000000003,1.675,1.2,37.5,37.425,47.225,38.333333333333336,60.0,19.333333333333332,46.333333333333336,51.666666666666664,41.333333333333336,49.666666666666664,51.0,47.0,55.0,57.666666666666664,52.666666666666664,60.0,54.0,55.333333333333336,60.0,60.0,58.0,66.0,69.33333333333333,65.33333333333333
18-185,238.9,36.8,60.9,641.25,15.05,43.2,54.4,1.0,0.0,1.0,1.0,0.0,2.93,90.0,39.0,23.0,64.0,22.1,152.6,119.72727272727272,62.25,56.0,46.111111111111114,8.631250000000001,6.512499999999999,58.25,59.25,43.75,26.65,19.5,19.5,24.0,142.0,48.05238095238095,42.38095238095238,21.0,19.854993564663857,89.49671532879347,4.333333333333333,12.433333333333332,4.6,0.20000000000000004,0.22,1.7,1.1666666666666667,38.23333333333333,37.733333333333334,49.666666666666664,37.25,59.5,27.25,46.75,51.5,43.5,49.5,50.0,47.5,55.0,56.5,53.0,59.25,53.75,54.75,59.5,60.25,57.75,65.75,71.5,65.75
18-186,246.0,42.5,40.0,534.26,15.05,43.53846153846154,54.23076923076923,1.0,0.0,1.0,1.0,0.0,3.1,80.0,59.0,1.0,51.230769230769226,17.46153846153846,110.36363636363636,121.0,59.111111111111114,46.16666666666666,47.66666666666666,8.13,6.563999999999998,62.0,63.33,43.83,26.58,19.5,19.5,23.5,142.0,48.091304347826096,43.17391304347826,20.43478260869565,20.908996491666752,89.49671532865796,4.8,12.12,4.6,0.2,0.22600000000000003,1.6400000000000001,1.08,38.02,37.9,49.739999999999995,36.5,54.0,25.75,48.25,50.5,41.5,49.25,50.75,50.75,55.0,58.75,52.5,60.25,57.25,56.25,62.25,61.75,57.5,65.75,75.5,64.75
18-187,237.8,38.7,64.9,545.34,15.1,45.2,54.8,0.0,0.0,1.0,0.0,0.0,2.99,38.0,21.5,2.0,37.25,22.91666666666667,175.0909090909091,148.5,72.44444444444444,54.4,56.0,7.130909090909091,6.549999999999998,57.8,58.8,43.2,27.12,16.0,16.0,13.8,142.0,48.08095238095239,42.61904761904762,20.666666666666668,20.36991538715029,89.49671532863796,5.333333333333333,12.199999999999998,4.6,0.20000000000000004,0.22999999999999998,1.6666666666666667,0.9666666666666667,36.666666666666664,36.166666666666664,49.23333333333333,36.666666666666664,50.0,28.0,45.333333333333336,50.666666666666664,42.333333333333336,50.0,56.0,47.666666666666664,54.333333333333336,59.0,53.0,59.333333333333336,54.666666666666664,56.0,61.0,61.666666666666664,58.0,66.0,71.33333333333333,64.66666666666667
18-188,268.4,43.0,36.3,567.2,15.1,45.84,54.4,1.0,1.0,1.0,0.0,0.0,3.03,108.0,56.5,23.16666666666667,54.92307692307693,17.615384615384613,113.3,107.7,53.66666666666666,44.0,48.83333333333334,9.045555555555556,6.370000000000001,57.6,58.6,43.2,26.82,19.6,19.6,23.4,142.0,48.02727272727273,42.0,21.0,20.41956808633256,89.49671532844104,5.333333333333333,12.199999999999998,4.566666666666666,0.20000000000000004,0.22333333333333336,1.6333333333333335,1.0333333333333334,36.666666666666664,37.0,49.13333333333333,38.0,50.0,29.333333333333332,46.666666666666664,51.333333333333336,42.0,49.333333333333336,56.0,47.666666666666664,55.0,59.333333333333336,52.666666666666664,59.666666666666664,55.333333333333336,57.0,60.666666666666664,63.666666666666664,58.0,65.33333333333333,69.33333333333333,65.33333333333333
18-189,249.7,39.0,38.3,590.0,15.19,45.0,54.583333333333336,1.0,1.0,1.0,0.0,0.0,3.05,49.0,30.0,9.75,59.384615384615394,19.076923076923077,168.53846153846158,96.41666666666669,55.0,56.0,38.77777777777778,8.056666666666667,6.363333333333333,60.0,61.75,43.0,24.78,18.0,18.0,10.0,142.0,47.521428571428565,41.392857142857146,21.0,19.30745096468928,89.49671532924593,4.0,12.066666666666668,4.633333333333333,0.20000000000000004,0.21666666666666667,1.7333333333333334,0.7066666666666667,37.56666666666666,36.99999999999999,49.06666666666666,36.5,58.5,30.0,47.0,51.0,42.0,50.75,54.0,46.75,55.0,58.5,53.0,60.0,54.75,56.25,59.0,60.0,58.5,65.5,72.25,64.5
18-190,244.3,39.6,45.6,601.87,15.26,43.333333333333336,55.0,1.0,0.0,1.0,1.0,0.0,3.02,76.0,24.5,0.0,67.41666666666667,24.75,102.5,67.7,40.875,46.8,33.4,6.178,6.095000000000001,56.6,57.2,42.2,26.68,20.0,20.0,24.0,142.0,47.55833333333333,41.708333333333336,20.979166666666668,21.0,89.49671532820503,5.0,12.166666666666666,4.533333333333333,0.20000000000000004,0.22,1.6666666666666667,1.0333333333333332,37.0,36.766666666666666,48.86666666666667,37.2,51.0,28.2,46.0,51.2,42.4,49.0,55.6,48.6,54.8,58.0,52.6,60.0,55.4,56.6,60.8,62.4,57.6,66.0,70.4,64.4
18-191,255.0,39.2,40.4,589.15,15.32,44.0,54.4,1.0,1.0,0.0,0.0,0.0,2.96,53.0,71.0,1.3333333333333333,33.6875,14.6875,110.66666666666669,116.7,45.555555555555564,35.0,52.0,7.145000000000001,6.306,58.83,59.33,42.33,27.02,19.33,19.33,24.0,142.0,47.14615384615385,40.96153846153846,21.0,20.967704282843894,89.49671532903267,5.0,11.860000000000001,4.5,0.2,0.20400000000000001,1.6199999999999999,1.06,38.00000000000001,37.42,48.61999999999999,38.5,46.666666666666664,30.0,46.333333333333336,51.666666666666664,41.666666666666664,50.333333333333336,55.833333333333336,48.166666666666664,54.833333333333336,60.0,52.666666666666664,59.833333333333336,56.666666666666664,57.833333333333336,61.833333333333336,62.5,57.666666666666664,65.5,71.66666666666667,62.833333333333336
18-192,262.2,39.2,33.3,590.6,15.32,46.0,54.23076923076923,1.0,1.0,1.0,0.0,0.0,2.88,35.0,109.0,3.0,59.25,18.33333333333333,119.0,94.8181818181818,43.4,67.54545454545455,44.1,9.122222222222224,6.495555555555556,54.33,55.67,44.33,27.3,17.92,17.5,22.0,142.0,47.0590909090909,41.27272727272727,21.0,20.461854464995948,89.49671484703232,4.5,12.575000000000001,4.6,0.2,0.215,1.7,0.775,36.95,37.0,49.6,37.5,53.75,28.75,47.5,50.75,41.5,183.5,53.25,46.5,55.5,58.0,52.25,60.0,53.5,56.5,60.25,60.75,58.0,66.25,70.5,65.0
18-193,227.3,37.4,47.8,382.89,15.31,43.23076923076923,54.23076923076923,1.0,1.0,1.0,1.0,0.0,3.04,33.0,30.0,15.5,57.10526315789475,19.05263157894737,126.5,91.4,52.83333333333334,45.0,36.375,8.149285714285714,6.371428571428571,56.5,56.75,43.0,27.0,18.88,18.88,23.0,142.0,46.35555555555556,42.185185185185176,20.796296296296298,19.886708348661326,89.49671485662701,5.5,12.45,4.5,0.2,0.2,1.7,0.4,38.7,38.7,50.55,36.333333333333336,48.666666666666664,26.666666666666668,46.0,49.0,41.333333333333336,48.666666666666664,54.333333333333336,48.333333333333336,55.333333333333336,61.0,52.666666666666664,59.333333333333336,60.666666666666664,60.666666666666664,62.0,64.33333333333333,57.666666666666664,65.33333333333333,75.33333333333333,64.66666666666667
18-194,258.4,42.7,57.9,537.08,11.83,42.24,54.0,1.0,0.0,1.0,1.0,0.0,3.1,102.0,37.0,1.0,47.91666666666666,15.25,178.25,53.25,58.75,77.2,62.25,8.234,6.388000000000001,53.75,56.75,43.0,27.0,16.5,19.0,22.5,141.6,47.896,36.6,21.0,19.935364550560447,89.49671532875162,4.5,12.3,4.2,0.2,0.315,1.85,0.95,36.599999999999994,36.3,48.5,40.0,42.0,35.0,46.0,49.5,41.5,50.5,78.5,47.0,52.5,57.0,52.5,55.5,63.5,63.0,58.5,66.0,60.5,56.5,75.5,65.0
